user_verified,user_followers_count,is_quoted_tweet,quote_count,reply_count,favorite_count,word_count,hash_count,sentiment
0.0,172.0,0.0,0.0,0.0,0,11,1,-0.7717
0.0,834.0,0.0,0.0,0.0,3,42,2,0.0
0.0,47.0,1.0,0.0,0.0,0,4,0,-0.128
0.0,103.0,0.0,0.0,0.0,0,19,3,0.0
0.0,40.0,1.0,0.0,0.0,0,6,1,0.0
0.0,583.0,1.0,0.0,0.0,0,3,0,-0.4767
0.0,19904.0,0.0,0.0,0.0,0,20,4,0.3612
0.0,1025.0,0.0,0.0,0.0,1,16,0,0.0
0.0,1025.0,0.0,0.0,0.0,0,16,0,-0.1531
0.0,1025.0,0.0,0.0,0.0,0,17,0,0.0
0.0,1025.0,0.0,0.0,0.0,0,18,0,-0.2263
0.0,1025.0,0.0,0.0,0.0,0,14,1,-0.4215
0.0,1025.0,0.0,0.0,0.0,0,14,1,0.0
0.0,1025.0,0.0,0.0,0.0,0,17,0,0.0
0.0,1942.0,1.0,0.0,0.0,2,2,0,0.0
0.0,89.0,0.0,0.0,0.0,1,15,2,0.0
0.0,117.0,1.0,0.0,0.0,0,3,0,-0.5423
0.0,4678.0,0.0,0.0,0.0,11,42,2,0.0
0.0,1135.0,0.0,0.0,0.0,4,44,1,-0.4939
0.0,4198.0,0.0,0.0,0.0,2,45,0,-0.0772
0.0,0.0,0.0,0.0,0.0,17,45,2,0.6553
0.0,385.0,0.0,0.0,0.0,0,5,2,0.0
0.0,1478.0,0.0,0.0,0.0,2,15,3,0.0
0.0,562.0,0.0,0.0,0.0,0,27,0,-0.1779
0.0,344.0,0.0,0.0,0.0,0,24,6,0.0
0.0,1038.0,1.0,0.0,0.0,1,17,3,0.0
0.0,817.0,1.0,0.0,0.0,2,23,0,-0.8625
0.0,12.0,1.0,0.0,0.0,0,6,0,0.6249
0.0,951.0,1.0,0.0,0.0,0,24,0,-0.3818
0.0,801.0,0.0,0.0,0.0,0,9,4,0.0
0.0,0.0,0.0,0.0,0.0,0,16,1,0.6597
1.0,7312.0,1.0,0.0,0.0,28,32,0,0.6428
0.0,26.0,1.0,0.0,0.0,0,6,0,0.2732
0.0,19904.0,0.0,0.0,0.0,0,19,4,0.3612
0.0,0.0,0.0,0.0,0.0,0,36,0,-0.9287
0.0,1551.0,1.0,0.0,0.0,0,3,0,-0.6841
0.0,38.0,0.0,0.0,0.0,0,4,1,0.0
0.0,371.0,0.0,0.0,0.0,0,19,0,-0.5563
0.0,13.0,0.0,0.0,0.0,1,13,4,0.0
0.0,27.0,0.0,0.0,0.0,0,40,0,-0.5442
0.0,523.0,1.0,0.0,0.0,1,10,0,0.0
0.0,630.0,0.0,0.0,0.0,1,35,0,-0.5574
1.0,110839.0,0.0,0.0,0.0,1,29,0,0.7269
0.0,527.0,0.0,0.0,0.0,4,12,4,0.0
0.0,109.0,0.0,0.0,0.0,0,14,1,0.4234
0.0,19904.0,0.0,0.0,0.0,0,19,4,0.3612
0.0,123.0,1.0,0.0,0.0,1,6,0,0.5423
0.0,150.0,0.0,0.0,0.0,1,24,1,-0.431
0.0,1671.0,0.0,0.0,0.0,6,10,6,0.0
0.0,75.0,1.0,0.0,0.0,1,51,2,0.1779
0.0,1473.0,1.0,0.0,0.0,16,12,0,-0.3182
0.0,39.0,1.0,0.0,0.0,0,2,0,0.6892
0.0,7671.0,1.0,0.0,0.0,13,35,1,0.4215
0.0,3814.0,0.0,0.0,0.0,5,14,1,0.0
0.0,627.0,0.0,0.0,0.0,0,34,2,0.5859
0.0,0.0,0.0,0.0,0.0,0,20,0,0.6872
0.0,2526.0,1.0,0.0,0.0,1,9,0,0.0
0.0,323.0,0.0,0.0,0.0,0,10,1,0.2732
0.0,1001.0,1.0,0.0,0.0,0,12,0,-0.8479
0.0,1818.0,0.0,0.0,0.0,1,18,1,-0.34
0.0,225.0,1.0,0.0,0.0,0,7,1,0.7556
0.0,7385.0,0.0,0.0,0.0,4,32,1,-0.802
0.0,3606.0,1.0,0.0,0.0,14,35,0,-0.6808
0.0,45181.0,0.0,0.0,0.0,2,7,1,0.7269
0.0,1.0,0.0,0.0,0.0,23,47,0,-0.0258
0.0,202.0,1.0,0.0,0.0,0,22,0,-0.4939
0.0,354.0,1.0,0.0,0.0,0,10,0,0.0
0.0,0.0,1.0,0.0,0.0,0,20,0,0.5473
0.0,2413.0,0.0,0.0,0.0,1,11,2,0.4926
0.0,191.0,0.0,0.0,0.0,0,13,2,0.6249
0.0,0.0,0.0,0.0,0.0,0,15,1,0.6597
0.0,5984.0,0.0,0.0,0.0,5,52,1,0.0516
0.0,29.0,0.0,0.0,0.0,2,36,0,-0.6261
0.0,27.0,1.0,0.0,0.0,0,20,3,-0.8176
0.0,19904.0,0.0,0.0,0.0,0,19,4,0.3612
0.0,4083.0,1.0,0.0,0.0,2,10,0,0.4588
0.0,446.0,1.0,0.0,0.0,0,39,3,-0.2124
0.0,12.0,1.0,0.0,0.0,1,16,2,0.0772
0.0,71.0,0.0,0.0,0.0,0,12,3,-0.5859
0.0,951.0,0.0,0.0,0.0,0,23,0,-0.3818
0.0,2313.0,0.0,0.0,0.0,0,29,1,-0.5574
0.0,990.0,1.0,0.0,0.0,1,3,0,0.0
0.0,8.0,0.0,0.0,0.0,1,43,0,0.296
0.0,7.0,0.0,0.0,0.0,2,11,1,0.0
0.0,209.0,0.0,0.0,0.0,2,9,1,0.4939
0.0,789.0,0.0,0.0,0.0,2,35,1,0.0
0.0,234.0,0.0,0.0,0.0,1,5,1,-0.5267
0.0,14283.0,0.0,0.0,0.0,28,33,3,0.0
0.0,1010.0,1.0,0.0,0.0,4,8,0,-0.2433
0.0,12758.0,0.0,0.0,0.0,2,35,1,0.2753
0.0,1012.0,0.0,0.0,0.0,5,47,1,-0.5229
0.0,11.0,1.0,0.0,0.0,5,13,3,0.4199
0.0,299.0,0.0,0.0,0.0,4,16,1,0.0
0.0,75.0,1.0,0.0,0.0,0,5,1,0.0
0.0,46.0,1.0,0.0,0.0,0,16,0,0.0
0.0,15.0,0.0,0.0,0.0,0,13,3,0.0
0.0,65.0,1.0,0.0,0.0,0,9,1,0.5574
0.0,1604.0,0.0,0.0,0.0,4,44,0,-0.296
0.0,285.0,0.0,0.0,0.0,0,25,2,0.0
0.0,21.0,1.0,0.0,0.0,0,9,0,-0.2411
0.0,230.0,1.0,0.0,0.0,1,6,1,0.0
0.0,162.0,1.0,0.0,0.0,4,15,1,0.1531
0.0,505.0,0.0,0.0,0.0,2,44,1,0.2263
0.0,7.0,0.0,0.0,0.0,2,11,1,0.0
0.0,3190.0,0.0,0.0,0.0,2,39,3,-0.3935
0.0,283.0,1.0,0.0,0.0,2,30,0,-0.7003
0.0,539.0,1.0,0.0,0.0,0,35,0,0.792
0.0,458.0,0.0,0.0,0.0,4,37,0,-0.5574
0.0,1025.0,0.0,0.0,0.0,1,18,0,-0.0772
0.0,13.0,1.0,0.0,0.0,0,24,3,-0.8107
0.0,1025.0,0.0,0.0,0.0,0,13,4,-0.1531
0.0,1025.0,0.0,0.0,0.0,1,14,4,-0.3612
0.0,1025.0,0.0,0.0,0.0,0,12,4,0.8271
0.0,1025.0,0.0,0.0,0.0,0,16,0,0.0
0.0,35096.0,0.0,0.0,0.0,35,18,4,-0.1027
0.0,2012.0,0.0,0.0,0.0,0,42,0,0.743
0.0,146.0,0.0,0.0,0.0,0,4,1,0.0
0.0,1317.0,0.0,0.0,0.0,8,43,2,-0.2263
0.0,1.0,0.0,0.0,0.0,220,47,0,-0.0258
0.0,357.0,1.0,0.0,0.0,0,5,0,-0.5423
0.0,427.0,1.0,0.0,0.0,0,6,0,0.0
0.0,3998.0,0.0,0.0,0.0,6,42,0,0.6124
0.0,6325.0,0.0,0.0,0.0,1,15,5,0.0
0.0,3634.0,1.0,0.0,0.0,1,2,0,0.0
0.0,563.0,0.0,0.0,0.0,0,30,2,-0.8519
0.0,425.0,0.0,0.0,0.0,0,31,1,0.4678
0.0,1668.0,1.0,0.0,0.0,0,52,0,-0.7289
0.0,446.0,1.0,0.0,0.0,0,14,5,0.0
0.0,2066.0,1.0,0.0,0.0,0,17,0,-0.6249
0.0,4.0,1.0,0.0,0.0,14,17,5,0.0
0.0,2805.0,0.0,0.0,0.0,4,39,6,-0.894
0.0,0.0,0.0,0.0,0.0,0,16,1,-0.923
0.0,2975.0,1.0,0.0,0.0,40,28,1,-0.8176
0.0,3443.0,0.0,0.0,0.0,2,23,0,-0.128
0.0,151.0,0.0,0.0,0.0,0,36,0,-0.0772
0.0,217.0,0.0,0.0,0.0,1,40,0,0.3182
0.0,3282.0,0.0,0.0,0.0,1,15,1,0.0
0.0,919.0,1.0,0.0,0.0,0,8,0,0.0
0.0,19.0,1.0,0.0,0.0,2,24,0,-0.5003
0.0,34323.0,0.0,0.0,0.0,1,19,2,0.296
0.0,76.0,1.0,0.0,0.0,2,9,0,0.8481
0.0,2910.0,1.0,0.0,0.0,0,6,0,-0.296
0.0,171.0,0.0,0.0,0.0,0,16,2,0.0
0.0,245.0,1.0,0.0,0.0,0,15,7,-0.7783
1.0,3419.0,0.0,0.0,0.0,2,28,0,0.0
0.0,2051.0,1.0,0.0,0.0,0,3,0,0.0
0.0,263.0,1.0,0.0,0.0,2,6,0,-0.7764
0.0,4581.0,1.0,0.0,0.0,10,7,0,0.0
0.0,4.0,0.0,0.0,0.0,0,14,6,0.0
0.0,209.0,1.0,0.0,0.0,1,39,1,-0.1531
0.0,112.0,0.0,0.0,0.0,0,11,1,0.0
0.0,40.0,1.0,0.0,0.0,1,49,0,-0.6511
0.0,4.0,1.0,0.0,0.0,0,13,0,-0.3818
0.0,362.0,1.0,0.0,0.0,0,4,0,-0.5574
0.0,50.0,0.0,0.0,0.0,0,19,3,-0.7003
0.0,38.0,0.0,0.0,0.0,0,31,1,-0.2263
0.0,2107.0,0.0,0.0,0.0,0,10,2,0.0
0.0,4083.0,0.0,0.0,0.0,2,5,1,0.0
0.0,11.0,0.0,0.0,0.0,0,37,0,-0.9246
0.0,1342.0,0.0,0.0,0.0,4,21,0,0.6124
0.0,247.0,1.0,0.0,0.0,1,47,0,-0.8776
0.0,3674.0,1.0,0.0,0.0,0,7,0,0.0
0.0,370.0,0.0,0.0,0.0,483,26,0,0.0
0.0,563.0,0.0,0.0,0.0,0,16,2,0.4767
0.0,57.0,0.0,0.0,0.0,0,12,2,0.4926
0.0,646.0,0.0,0.0,0.0,3,29,0,0.0
0.0,47.0,1.0,0.0,0.0,0,21,0,0.0
0.0,2671.0,0.0,0.0,0.0,0,18,2,0.5423
0.0,951.0,0.0,0.0,0.0,0,23,0,-0.3818
0.0,109.0,0.0,0.0,0.0,4,32,1,0.0
0.0,72.0,0.0,0.0,0.0,1,20,3,0.0
0.0,26.0,1.0,0.0,0.0,0,2,0,0.4019
0.0,1444.0,0.0,0.0,0.0,0,10,1,0.0
0.0,354.0,1.0,0.0,0.0,0,6,0,0.0
0.0,1.0,0.0,0.0,0.0,1,47,0,-0.0258
0.0,13.0,0.0,0.0,0.0,1,19,3,-0.7506
0.0,776.0,0.0,0.0,0.0,2,42,1,-0.743
0.0,58.0,0.0,0.0,0.0,1,38,2,-0.2023
0.0,15.0,0.0,0.0,0.0,0,19,3,-0.5994
0.0,11.0,0.0,0.0,0.0,0,8,2,0.0
0.0,4745.0,1.0,0.0,0.0,3,17,0,0.4927
0.0,159.0,1.0,0.0,0.0,3,19,0,0.3612
0.0,1223.0,0.0,0.0,0.0,1,28,2,-0.6908
0.0,4474.0,0.0,0.0,0.0,4,44,3,-0.3595
0.0,395.0,0.0,0.0,0.0,0,9,3,0.0
0.0,40.0,1.0,0.0,0.0,0,11,0,-0.1531
0.0,421.0,1.0,0.0,0.0,4,19,2,-0.0258
0.0,1196.0,0.0,0.0,0.0,0,22,2,0.7901
0.0,143.0,1.0,0.0,0.0,1,20,1,0.6249
0.0,5439.0,1.0,0.0,0.0,0,9,0,0.2023
0.0,289.0,1.0,0.0,0.0,0,10,1,0.0
0.0,3302.0,1.0,0.0,0.0,7,2,0,0.0
0.0,1520.0,1.0,0.0,0.0,0,3,0,0.0
0.0,434.0,0.0,0.0,0.0,0,15,1,0.0516
0.0,19904.0,0.0,0.0,0.0,0,18,4,0.3612
0.0,11.0,0.0,0.0,0.0,0,42,1,0.0258
0.0,11.0,1.0,0.0,0.0,1,7,2,0.5574
1.0,4171.0,0.0,0.0,0.0,0,10,1,-0.5574
0.0,13661.0,1.0,0.0,0.0,5,9,0,0.0772
0.0,1453.0,0.0,0.0,0.0,2,48,0,0.8671
0.0,354.0,1.0,0.0,0.0,1,12,0,-0.7506
0.0,18.0,0.0,0.0,0.0,4,45,2,-0.4404
0.0,48.0,0.0,0.0,0.0,0,35,1,-0.3818
0.0,1089.0,0.0,0.0,0.0,1,11,1,-0.5574
0.0,346.0,0.0,0.0,0.0,0,53,1,-0.6597
0.0,49.0,1.0,0.0,0.0,2,33,0,-0.8126
0.0,325.0,1.0,0.0,0.0,0,7,0,0.34
0.0,5253.0,0.0,0.0,0.0,0,23,0,0.3612
0.0,50.0,1.0,0.0,0.0,5,11,0,-0.4767
0.0,12.0,0.0,0.0,0.0,3,9,2,0.0
0.0,846.0,1.0,0.0,0.0,0,18,0,-0.8646
0.0,0.0,1.0,0.0,0.0,1,20,0,-0.2003
0.0,16936.0,0.0,0.0,0.0,3,13,1,0.4404
0.0,807.0,0.0,0.0,0.0,1,20,0,0.0
0.0,27.0,0.0,0.0,0.0,2,23,0,-0.9209
0.0,39.0,0.0,0.0,0.0,1,25,1,0.561
0.0,36.0,1.0,0.0,0.0,1,27,0,0.0
0.0,1100.0,1.0,0.0,0.0,0,21,2,-0.5256
0.0,19.0,1.0,0.0,0.0,2,11,0,0.7548
0.0,295.0,0.0,0.0,0.0,0,11,1,0.3818
0.0,3648.0,0.0,0.0,0.0,0,9,1,0.0
0.0,15721.0,0.0,0.0,0.0,7,26,0,0.8356
0.0,0.0,1.0,0.0,0.0,0,6,0,-0.6486
0.0,2914.0,0.0,0.0,0.0,2,21,1,-0.2732
0.0,2592.0,0.0,0.0,0.0,31,25,0,0.3612
0.0,2592.0,0.0,0.0,0.0,9,39,0,0.2023
0.0,11040.0,1.0,0.0,0.0,2,22,0,0.6114
0.0,2.0,0.0,0.0,0.0,4,52,1,-0.7045
0.0,1172.0,0.0,0.0,0.0,1,12,1,0.3612
0.0,1627.0,0.0,0.0,0.0,7,30,0,0.453
0.0,951.0,0.0,0.0,0.0,1,24,0,-0.8074
0.0,6288.0,1.0,0.0,0.0,1,29,0,-0.4939
0.0,1027.0,0.0,0.0,0.0,2,36,0,-0.3818
0.0,19904.0,0.0,0.0,0.0,0,19,4,0.3612
0.0,59.0,1.0,0.0,0.0,0,8,0,-0.128
0.0,951.0,0.0,0.0,0.0,2,25,0,-0.8074
0.0,11.0,1.0,0.0,0.0,0,13,4,0.5719
0.0,379.0,0.0,0.0,0.0,9,33,1,-0.2732
0.0,951.0,0.0,0.0,0.0,1,24,0,-0.8074
0.0,1942.0,1.0,0.0,0.0,5,26,0,0.7096
0.0,1334.0,0.0,0.0,0.0,0,13,1,-0.3818
0.0,951.0,0.0,0.0,0.0,0,25,0,-0.8074
0.0,2389.0,1.0,0.0,0.0,3,29,3,-0.128
0.0,41.0,0.0,0.0,0.0,0,49,0,-0.712
0.0,951.0,0.0,0.0,0.0,1,25,0,-0.8074
0.0,516.0,1.0,0.0,0.0,0,2,0,0.0
0.0,478.0,0.0,0.0,0.0,10,32,0,-0.7003
0.0,51385.0,1.0,0.0,0.0,1,24,0,-0.4215
0.0,2094.0,0.0,0.0,0.0,0,6,1,0.0
0.0,983.0,0.0,0.0,0.0,0,10,1,-0.34
1.0,7062642.0,0.0,0.0,0.0,402,29,2,-0.2263
1.0,4278248.0,0.0,0.0,0.0,79,28,1,0.6369
0.0,1174.0,1.0,0.0,0.0,1,23,0,-0.1779
0.0,2956.0,0.0,0.0,0.0,0,20,3,-0.4767
1.0,46142.0,1.0,0.0,0.0,13,49,1,0.7096
0.0,208.0,0.0,0.0,0.0,0,25,0,0.7269
0.0,905.0,1.0,0.0,0.0,3,36,0,-0.5574
0.0,951.0,0.0,0.0,0.0,0,25,0,-0.8074
0.0,247.0,0.0,0.0,0.0,1,28,0,-0.4215
0.0,291.0,1.0,0.0,0.0,1,2,0,0.0
0.0,868.0,0.0,0.0,0.0,1,38,1,0.0
0.0,15048.0,0.0,0.0,0.0,12,32,1,0.5994
0.0,951.0,0.0,0.0,0.0,0,24,0,-0.8074
0.0,184.0,0.0,0.0,0.0,2,31,1,0.0
0.0,247.0,1.0,0.0,0.0,1,28,0,-0.4215
0.0,257.0,0.0,0.0,0.0,0,17,2,0.4199
0.0,951.0,1.0,0.0,0.0,0,24,0,-0.8074
0.0,649.0,0.0,0.0,0.0,0,21,1,-0.8271
0.0,376.0,0.0,0.0,0.0,1,9,2,-0.5574
0.0,270.0,1.0,0.0,0.0,0,42,0,-0.5994
0.0,951.0,0.0,0.0,0.0,0,23,1,-0.5719
0.0,951.0,0.0,0.0,0.0,0,23,0,-0.8074
1.0,4547.0,0.0,0.0,0.0,2,18,1,-0.8271
0.0,22.0,1.0,0.0,0.0,0,12,2,0.0
0.0,951.0,0.0,0.0,0.0,0,24,0,-0.8074
0.0,1996.0,0.0,0.0,0.0,0,44,0,0.8798
0.0,2270.0,0.0,0.0,0.0,2,25,3,-0.6707
0.0,951.0,0.0,0.0,0.0,0,23,0,-0.8074
0.0,951.0,0.0,0.0,0.0,0,23,0,-0.8074
0.0,93.0,1.0,0.0,0.0,0,41,0,0.2023
0.0,28032.0,0.0,0.0,0.0,0,16,1,0.0
0.0,499.0,0.0,0.0,0.0,1,43,1,0.4019
0.0,6681.0,0.0,0.0,0.0,1,22,4,-0.5859
0.0,563.0,0.0,0.0,0.0,4,49,0,0.0
0.0,1868.0,0.0,0.0,0.0,222,30,1,0.0772
0.0,2273.0,0.0,0.0,0.0,1,7,2,0.0
0.0,0.0,1.0,0.0,0.0,0,24,0,-0.8316
0.0,2166.0,0.0,0.0,0.0,0,13,5,0.0
0.0,1043.0,0.0,0.0,0.0,0,9,1,0.4019
0.0,2228.0,0.0,0.0,0.0,9,50,0,0.6946
0.0,45.0,0.0,0.0,0.0,0,20,0,-0.4588
0.0,217.0,0.0,0.0,0.0,0,23,2,-0.4767
0.0,2126.0,0.0,0.0,0.0,0,26,0,-0.6369
0.0,3.0,0.0,0.0,0.0,1,46,1,0.0
0.0,1758.0,1.0,0.0,0.0,1,9,1,-0.296
0.0,1403.0,0.0,0.0,0.0,1,20,1,-0.2755
0.0,257.0,0.0,0.0,0.0,1,10,3,0.0
0.0,20.0,1.0,0.0,0.0,0,34,0,-0.9712
0.0,103482.0,0.0,0.0,0.0,3,39,0,-0.9091
0.0,24941.0,0.0,0.0,0.0,1,12,1,-0.8402
0.0,1319.0,1.0,0.0,0.0,1,27,2,0.7906
0.0,687.0,0.0,0.0,0.0,0,7,2,0.0
0.0,21441.0,0.0,0.0,0.0,52,9,2,0.4019
0.0,2101.0,0.0,0.0,0.0,1,31,1,-0.7236
0.0,105.0,0.0,0.0,0.0,0,35,1,-0.6116
0.0,476.0,0.0,0.0,0.0,0,25,0,0.0
